Source	Target	Model	Grammaticality	Meaning Preservation	Simplicity	Overall Quality
Civil engineer Mustafa Shahbaz , 26 , came looking for science books and science fiction novels , and was glad to see the peaceful city he has long known , instead of the Baghdad of bombings and shootings .	mustafa shahbaz came looking and mustafa shahbaz was to see the city has instead .	Hybrid	1	1	1	1
Civil engineer Mustafa Shahbaz , 26 , came looking for science books and science fiction novels , and was glad to see the peaceful city he has long known , instead of the Baghdad of bombings and shootings .	he was glad to see the peaceful city he has long known , instead of the baghdad of bombings and killings .	EncDecA	4	3	4	3
Civil engineer Mustafa Shahbaz , 26 , came looking for science books and science fiction novels , and was glad to see the peaceful city he has long known , instead of the Baghdad of bombings and shootings .	he was glad to see the peaceful city he has long known .	DRESS	4	3	4	3
Civil engineer Mustafa Shahbaz , 26 , came looking for science books and science fiction novels , and was glad to see the peaceful city he has long known , instead of the Baghdad of bombings and shootings .	mustafa shahbaz is 11 .	S2S-All-FA	4	1	4	1
Civil engineer Mustafa Shahbaz , 26 , came looking for science books and science fiction novels , and was glad to see the peaceful city he has long known , instead of the Baghdad of bombings and shootings .	mustafa shahbaz is 26 , looking for science books and science fiction novels .	EditNTS	4	2	4	2
Civil engineer Mustafa Shahbaz , 26 , came looking for science books and science fiction novels , and was glad to see the peaceful city he has long known , instead of the Baghdad of bombings and shootings .	she was glad to see the shootings and bombings .	Transformer	4	1	2	1
Civil engineer Mustafa Shahbaz , 26 , came looking for science books and science fiction novels , and was glad to see the peaceful city he has long known , instead of the Baghdad of bombings and shootings .	the engineer patriots and science poetry showed that for had been very difficult .	DMASS	1	1	1	1
Civil engineer Mustafa Shahbaz , 26 , came looking for science books and science fiction novels , and was glad to see the peaceful city he has long known , instead of the Baghdad of bombings and shootings .	he was glad to see the peaceful city he has long known .	BERT	4	3	4	3
A spokesman for Scripps said the competition periodically has participants who are blind .	other kids who are blind have been in the national bee .	Reference	4	3	4	3
A spokesman for Scripps said the competition periodically has participants who are blind .	a spokesman for the scripps said periodically has students who are blind .	PBMT-R	3	3	3	3
A spokesman for Scripps said the competition periodically has participants who are blind .	a spokesman said the competition has participants are .	Hybrid	1	1	1	1
A spokesman for Scripps said the competition periodically has participants who are blind .	a spokesman for scripps said the league is a problem .	EncDecA	4	1	3	1
